title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,pub_date_source,rss_pub_date,rss_published_str
Antagonistic regulation of nitrogen and drought signaling mediated by NIN-like protein 7 transcription factor in Arabidopsis thaliana,https://www.pnas.org/doi/abs/10.1073/pnas.2509904122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2509904122,"Plants face the constant challenge of reconciling antagonistic environmental signals, such as nutrient-driven growth and water deficit–induced stress responses. However, the molecular mechanisms that integrate these conflicting pathways remain poorly understood. Through a comprehensive transcriptomic meta-analysis in
                    Arabidopsis thaliana
                    , we show that nitrogen (N) supply and water deficit signaling exhibit overlapping and often opposing gene expression responses. Regulatory network modeling identifies the NIN-LIKE PROTEIN 7 (NLP7) transcription factor (TF) as a central integrator of these convergent transcriptional responses. Through combinatorial water deficit and N supply treatments in wild-type and
                    nlp7
                    mutant plants, we find that NLP7 accounts for 85% of the transcriptional interaction between these pathways. Chromatin immunoprecipitation and sequencing and a cell TF assay to detect TF regulation genome-wide reveal that NLP7 directly downregulate the expression of TFs such as
                    HB6
                    ,
                    NAC6
                    ,
                    NAP
                    , and
                    WRKY18
                    , which are central regulators of water deficit–mediated stress signaling. Repression of these secondary TFs has distinct downstream effects on gene expression, influencing shared and water deficit–specific responses. Loss of NLP7 enhances water deficit tolerance, characterized by increased water retention, reduced abscisic acid-mediated stomatal aperture, and altered expression of stress-responsive genes. These findings establish NLP7 as a central hub balancing growth and stress responses, providing insight into how plants integrate competing environmental cues.",crossref,False,,,,
Metaoptics merging computational optics and optical computing toward intelligent visual perception,https://www.science.org/doi/abs/10.1126/sciadv.aea8941?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aea8941,"Visual perception systems are evolving toward multifunctionality, miniaturization, and real-time intelligence, necessitating coadvancements in optical hardware and computational software. Computational optics enhances optical encoding through algorithms but faces computational limits, while optical computing offers photonic parallelism yet struggles with hardware complexity. Metaoptics, using subwavelength nanostructures for multidimensional light-field control, resolves this tension by serving dual roles: as an efficient computational optics encoder offloading algorithmic burdens and as a nanoscale optical computing processor enabling ultrahigh-density parallelism. This synergy drives computational optical integration for next-generation optoelectronics. This review outlines computational optics and optical computing fundamentals, analyzes metaoptics’ advantages in multidimensional optical information encoding and processing, and details recent metaoptics-based advances and challenges in computational optics, optical computing, and their convergence. The conclusion provides a future roadmap, highlighting metaoptics-driven integration’s potential for chip-scale intelligent visual perception by bridging the hardware-software divide to enable miniaturized devices with real-time adaptability, massive parallelism, and energy efficiency.",crossref,False,,,,
4Pi stimulated Raman scattering for label-free super-resolution chemical imaging,https://www.science.org/doi/abs/10.1126/sciadv.aec0523?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aec0523,"Super-resolution fluorescence microscopy has transformed biological imaging beyond the diffraction limit. However, many biomolecules, nanostructures, drug molecules, and metabolites cannot be easily tagged, requiring a label-free imaging approach. Stimulated Raman scattering (SRS) microscopy is a powerful platform for super-resolution label-free imaging, yet current super-resolution SRS approaches rely on photoswitching, saturation, or sample expansion, which are limited by labeling, photodamage, or signal dilution, respectively. Here, we combine SRS with 4Pi interferometry to enhance axial resolution nearly sevenfold. We report on improvements in imaging sensitivity and axial resolution using 80-nanometer polystyrene beads. Harnessing the improved axial resolution, we demonstrate super-resolution 4Pi-SRS imaging in resolving small lipid droplet structures in mammalian cells and lipid membranes in
                    Escherichia coli
                    cells. Because 4Pi-SRS uses interferometry to improve axial resolution, it is orthogonal to all previous super-resolution SRS techniques; thus, it is straightforward to integrate it with existing methods to achieve much higher resolution chemical imaging than previously possible.",crossref,False,,,,
Hysteretic self-oscillatory acoustic radiation with tunable orbital angular momentum,https://www.science.org/doi/abs/10.1126/sciadv.ady5416?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.ady5416,"Vortex beams carrying orbital angular momentum (OAM) have attracted growing attention across fields, including optics and acoustics, for potential applications in particle manipulation and high-speed communication. Intracavity generation of OAM beams, such as OAM lasers, efficiently produces high-power, high–beam-quality vortices. This scheme, however, remains rarely explored in acoustics. Here, we propose and demonstrate an acoustic intracavity OAM generation mechanism with tunable topological charges via a single nonreciprocal nonlinear boundary in a compact resonator ring. In the linear regime, the boundary creates non-Hermitian complex effective magnetic fields piercing the ring, leading to a non-Hermitian Zeeman-like effect that splits clockwise and counterclockwise eigenmodes. Upon incorporation of nonlinearity to the boundary, all resonators are mutually locked, producing a single-mode self-oscillatory OAM radiation exhibiting hysteresis and bistability. Moreover, the topological charge is tunable by manipulating the boundary. Our work reveals intriguing physics related to nonlinear, non-Hermitian boundaries and offers potentials in the next generation of acoustic self-oscillatory OAM sources, switchers, and memory devices.",crossref,False,,,,
Editor’s note and erratum for the Research Article: “Elusive effects of legalized wolf hunting on human-wolf interactions” by L. M. Merz et al.,https://www.science.org/doi/abs/10.1126/sciadv.aee9299?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aee9299,,,False,,,,
Computer-assisted learning in the real world: How Khan Academy influences student math learning,https://www.pnas.org/doi/abs/10.1073/pnas.2507708123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2507708123,"Computer-assisted learning (CAL) offers an affordable way to implement a mastery learning approach in the classroom. However, while experimental research suggests CAL can enhance student outcomes, such findings often rely on experimental conditions not easily replicated in ordinary classroom settings (e.g., opt-in participation, extensive training and support, and high CAL usage targets). To assess the real-world impact of CAL, we draw on a large three-year panel of administrative data covering over 200,000 students in school districts that licensed Khan Academy’s Measures of Academic Progress accelerator, a program designed to support math learning. To identify causal effects, we exploit within-teacher and within-school changes in average classroom CAL practice time—a strategy that yields precise, policy-relevant estimates even at modest usage levels. We find that a classroom with 6.6 h of annual Khan Academy practice (about 11 min per week) experiences a
                    
                      
                        +
                      
                    
                    0.031 SD gain in math test score performance compared to no practice. For classrooms with higher usage levels, we find approximately linear gains, with projected effects rising to
                    
                      
                        +
                      
                    
                    0.085 SD at the recommended 30 min per week. Higher-achieving students benefit most, in part because they spend more time on CAL and progress through more skills than lower-performing peers. Teachers might reduce achievement gaps and boost overall gains by encouraging more productive use of the platform (focused on skill mastery)—especially among struggling students.",crossref,False,,,,
Design of solubly expressed miniaturized SMART MHCs,https://www.pnas.org/doi/abs/10.1073/pnas.2505932123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2505932123,"The precise recognition of specific peptide–major histocompatibility complex (pMHC) complexes by T cell receptors (TCRs) plays a key role in infectious disease, cancer, and autoimmunity. A critical step in many immunobiological studies is the identification of T cells expressing TCRs specific to a given pMHC antigen. However, the intrinsic instability of empty class-I MHCs limits their soluble expression in
                    
                      Escherichia coli
                    
                    and makes it very difficult to characterize even a small fraction of possible pMHC/TCR interactions. To overcome this limitation, we designed small proteins which buttress the peptide binding groove of class I MHCs, replacing β2-microglobulin (β2m) and the heavy chain α3 domain, and enable soluble and partially soluble expression in
                    
                      E. coli
                    
                    of H-2D
                    b
                    and A*02:01, respectively. We demonstrate that these soluble, monomeric, antigen-receptive, truncated (SMART) MHCs retain both peptide- and TCR-binding specificity and that peptide-bound structures of both allomorphs are similar to their full-length, native counterparts. With extension to the majority of HLA alleles, SMART MHCs should be broadly useful for probing the T cell repertoire in approaches ranging from yeast display to T cell staining.",crossref,False,,,,
Social networks and international migration in Honduran villages,https://www.pnas.org/doi/abs/10.1073/pnas.2505818122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2505818122,"Social relationships are central to shaping international migration patterns, yet the link between widescale network structure and mobility decisions remains poorly understood. Here, we investigate two key mechanisms by which social networks influence migration behavior: transmission of information and resources, and comparison of social status. These mechanisms suggest distinct sets of alters that an ego may emulate with respect to their migration behaviors, resulting in divergent mobility trajectories within and across communities. Leveraging longitudinal data from 73 Honduran villages (
                    
                      
                        
                          N
                          =
                          15
                          ,
                          480
                        
                      
                    
                    individuals) over six years, we use a Linear Network Autocorrelation Modeling framework to disentangle the effects of kinship, friendship, and economic ties on international migration decisions. Our findings reveal that incorporating social network factors as predictors significantly improves model fit. While indicators for resource-sharing processes substantially contribute to model performance, the inclusion of structural comparison mechanisms does not provide additional explanatory power. These results underscore the critical role of information and resource transmission within social networks in facilitating migration behaviors.",crossref,False,,,,
Interpretable early warnings using machine learning in an online game-experiment,https://www.pnas.org/doi/abs/10.1073/pnas.2503493122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2503493122,"Stemming from physics and later applied to other fields such as ecology, the theory of critical transitions suggests that some regime shifts are preceded by statistical early warning signals. Reddit’s r/place experiment, a large-scale social game, provides a unique opportunity to test these signals consistently across thousands of subsystems undergoing critical transitions. In r/place, millions of users collaboratively created “compositions”, or pixel-art drawings, in which transitions occur when one composition rapidly replaces another. We develop a machine-learning-based early warning system that combines the predictive power of multiple system-specific time series via gradient-boosted decision trees with memory-retaining features. Our method significantly outperforms standard early warning indicators. Trained on the 2022 r/place data, our algorithm detects half of the transitions occurring within 20 min at a false positive rate of just 3.6%. Its performance remains robust when tested on the 2023 r/place event, demonstrating generalizability across different contexts. Using SHapley Additive exPlanations (SHAP) for interpreting the predictions, we investigate the underlying drivers of warnings, which could be relevant to other complex systems, especially online social systems. We reveal an interplay of patterns preceding transitions, such as critical slowing down or speeding up, a lack of innovation or coordination, turbulent histories, and a lack of image complexity. These findings show the potential of machine learning indicators in socio-ecological systems for predicting regime shifts and understanding their dynamics.",crossref,False,,,,
A MAPK cascade regulates nuclear migration during female gametogenesis to establish specific cell identity and rice female fertility,https://www.pnas.org/doi/abs/10.1073/pnas.2426754122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2426754122,"During the development of the rice female gametophyte (FG, embryo sac), there exists a free-nuclear stage wherein eight nuclei, originating from the same mother cell nucleus, respectively migrate to specific positions to acquire distinct cell identities after cellularization and develop into the egg cell, central cell, or accessory cells. Therefore, this nuclear migration stage is essential for fertilization and rice fertility. How these nuclei can find their own way to exactly move to different predetermined positions and how the two polar nuclei are selected have been intriguing questions for decades. Here, we show that a mitogen-activated protein kinase cascade, composed of OsMEKK2/OsMEKK21, OsMKK6, and OsMPK4, precisely regulates free-nuclear migration and determines the number and identities of polar nuclei. Specifically, OsMKK6 phosphorylates OsMPK4 to restrict nuclear migration at the chalazal pole, ensuring the accurate number and positioning of antipodal cells and polar nuclei. Loss-of-function mutations in
                    OsMKK6
                    and
                    OsMPK4
                    result in an excess of polar nuclei at the expense of antipodal cells. Additionally, OsMEKK2 and OsMEKK21 function as upstream regulators, phosphorylating and modulating downstream substrates to control nuclear migration at both poles. This regulation is essential for FG fertility and seed production. Our findings reveal a hierarchical model for the regulation of nuclear migration during embryo sac development and provide valuable insights into how an embryo sac orchestrates the migration of eight nuclei in response to different positional cues, thereby establishing female fertility in rice.",crossref,False,,,,
Metabolomic profiling reveals the potential of fatty acids as regulators of exhausted CD8 T cells during chronic viral infection,https://www.pnas.org/doi/abs/10.1073/pnas.2419820122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2419820122,"Chronic infections induce CD8 T cell exhaustion, marked by impaired effector function. While intrinsic drivers are well studied, the role of the surrounding metabolic environment in shaping exhausted CD8 T cells (Tex) is less understood. Using untargeted metabolomics and the murine lymphocytic choriomeningitis virus infection model, we investigated systemic metabolite changes following acute vs. chronic viral infections. We identified distinct short-term and persistent metabolite shifts, with the most significant differences occurring transiently during the early phase of the sustained infection. This included nutrient changes that were partially associated with CD8 T cell–induced anorexia and lipolysis. One remarkable observation was the elevation of medium- and long-chain fatty acids (FA) and acylcarnitines during the first week after chronic infection. Consistently, virus-specific CD8 T cells from chronic infection exhibited increased lipid accumulation and uptake compared to their counterparts from acute infection, particularly the stem-like Tex (Tex
                    STEM
                    ), which generates Tex
                    INT
                    that directly limit viral replication. Notably, only Tex
                    STEM
                    increased oxidative metabolism upon ex vivo FA exposure, while short-term administration of FA during late chronic infection exclusively increased Tex
                    STEM
                    and their mitochondrial potential. The last-mentioned treatment also led to reduced Tex
                    INT
                    and enhanced PD-1 across all Tex subsets, which coincided with compromised viral control. Our study offers a valuable resource for investigating the regulatory role of specific metabolites during acute and chronic viral infections and highlights the potential of FA to fine-tune Tex subsets during protracted infections.",crossref,False,,,,
Stabilized perovskite ink for scalable coating enables high-efficiency perovskite modules,https://www.science.org/doi/abs/10.1126/sciadv.aec0915?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aec0915,"Perovskite inks play critical roles in determining film quality and device performance, and ink stability is desired to ensure high device reproducibility. Here, we reveal the instability issue of current cesium-formamidinium lead triiodide (Cs
                    
                      x
                    
                    FA
                    
                      1−
                      x
                    
                    PbI
                    3
                    ) inks whose aggregation and precipitation tendencies are induced by excessively strong solvent-lead-halide coordination. By modulating coordination strength between precursor salts and solvents, we identify solvent coordination-dispersion equilibrium as the governing factor for ink stability and develop a stable ink that exhibits a remarkable increase in the shelf life. It effectively tunes ink drying and film crystallization, resulting in blade-coated perovskite films with excellent uniformity and low defect density. This enhancement led to increased aperture efficiency of ambient-fabricated p-i-n perovskite modules to 23.5%. The resultant devices also exhibit high durability, and 99% of the initial PCE was retained after 1700 hours of maximum power point tracking following the ISOS-L-2 standard protocol.",crossref,False,,,,
FSP1 and histone deacetylases suppress cancer persister cell ferroptosis,https://www.science.org/doi/abs/10.1126/sciadv.aea8771?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aea8771,"Cancer persister cells which survive oncogene targeted therapies are sensitized to ferroptosis, but mechanistic understanding of this vulnerability remains limited. Here, we found that while levels of iron, glutathione, and various ferroptosis-suppressing enzymes vary among persister cell types, ferroptosis suppressor protein 1 (FSP1) is down-regulated in multiple persister cell types, and persister cells which survive glutathione peroxidase 4 (GPX4) inhibition rely on residual FSP1 to survive. Furthermore, persister cells which survive GPX4 inhibition down-regulate oxidative phosphorylation, a key source of mitochondrial reactive oxygen species which are required for persister cell ferroptosis. We also found that persister cell treatment with histone deacetylase inhibitors induces reactive oxygen species and sensitizes multiple persister cell types to GPX4 inhibition. Together, these findings reveal that FSP1 and histone deacetylases suppress persister cell ferroptosis.",crossref,False,,,,
Experimental coherent one-way quantum key distribution with simplicity and practical security,https://www.science.org/doi/abs/10.1126/sciadv.aec2776?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aec2776,"Coherent one-way quantum key distribution (COW-QKD) has been widely investigated and even been deployed in real-world quantum network. However, the proposal of the zero-error attack has critically undermined its security guarantees, and existing experimental implementations have not yet established security against coherent attacks. In this work, we propose and experimentally demonstrate an information–theoretically secure COW-QKD protocol that can resist source side-channel attacks, with secure transmission distances up to 100 kilometers. Our system achieves a secure key rate on the order of kilobits per second over 50 kilometers in the finite-size regime, sufficient for real-time secure voice communication across metropolitan networks. Furthermore, we demonstrate the encrypted transmission of a logo with information-theoretic security over 100 kilometers of optical fiber. These results confirm that COW-QKD can simultaneously provide simplicity and security, establishing it as a strong candidate for deployment in small-scale quantum networks.",crossref,False,,,,
Architectural principles of transporter-chaperone coupling within the native MHC I peptide-loading complex,https://www.science.org/doi/abs/10.1126/sciadv.aea7735?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aea7735,"Adaptive immunity depends on major histocompatibility complex class I (MHC I) presentation of peptides, a process orchestrated by the peptide-loading complex (PLC) in the endoplasmic reticulum (ER). The PLC ensures precise peptide selection and loading and is a major target of viral immune evasion, notably by human cytomegalovirus (HCMV). Here, we report the 2.59- to 2.88-Å cryo–electron microscopy structure of native human PLC bound to the HCMV immune evasin US6. US6 inhibits the transporter associated with antigen processing 1/2 (TAP1/2) by laterally attaching its transmembrane helix to TAP2 using a disulfide-rich domain to mimic a translocating peptide. This domain blocks the ER-lumenal exit and locks TAP in an outward-facing conformation with closed nucleotide-binding domains and asymmetric adenosine 5′-triphosphate/adenosine 5′-diphosphate occlusion. The structure also reveals how TAP’s amino-terminal transmembrane domains scaffold the MHC I chaperone tapasin. These findings elucidate the mechanism of US6-mediated immune evasion and highlight potential targets for therapeutic modulation of immune presentation in infection and cancer.",crossref,False,,,,
ZENN: A thermodynamics-inspired computational framework for heterogeneous data–driven modeling,https://www.pnas.org/doi/abs/10.1073/pnas.2511227122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2511227122,"Traditional entropy-based methods—such as cross-entropy loss in classification problems—have long been essential tools for representing the information uncertainty and physical disorder in data and for developing artificial intelligence algorithms. However, the rapid growth of data across various domains has introduced new challenges, particularly the integration of heterogeneous datasets with intrinsic disparities. To address this, we introduce a zentropy-enhanced neural network (ZENN), extending zentropy theory into the data science domain via intrinsic entropy, enabling more effective learning from heterogeneous data sources. ZENN simultaneously learns both energy and intrinsic entropy components, capturing the underlying structure of multisource data. To support this, we redesign the neural network architecture to better reflect the intrinsic properties and variability inherent in diverse datasets. We demonstrate the effectiveness of ZENN on classification tasks and energy landscape reconstructions, showing its superior generalization capabilities and robustness-particularly in predicting high-order derivatives. In image and text classification tasks, ZENN demonstrates superior generalization by introducing a learnable temperature variable that models latent multisource heterogeneity, allowing it to surpass state-of-the-art models on CIFAR-10/100, BBC News, and AG News. As a practical application in materials science, we employ ZENN to reconstruct the Helmholtz energy landscape of Fe
                    3
                    Pt using data generated from density functional theory and capture key material behaviors, including negative thermal expansion and the critical point in the temperature–pressure space. Overall, this work presents a zentropy-grounded framework for data-driven machine learning, positioning ZENN as a versatile and robust approach for scientific problems involving complex, heterogeneous datasets.",crossref,False,,,,
DMTF1 up-regulation rescues proliferation defect of telomere dysfunctional neural stem cells via the SWI/SNF-E2F axis,https://www.science.org/doi/abs/10.1126/sciadv.ady5905?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.ady5905,"Impaired neural stem cell (NSC) proliferation/activation is associated with brain aging, but the underlying mechanisms remain poorly understood. Here, we unexpectedly find that DMTF1, a transcription factor that regulates the Arf/p53 axis in cancer, is down-regulated in the NSCs of a premature aging model driven by telomerase deficiency. DMTF1 up-regulation was able to rescue the impaired proliferation of telomere dysfunctional NSCs. Mechanistically, DMTF1 regulates the transcription of Arid2 and Ss18 genes, two subunits of the SWI/SNF complexes that mediate H3K27ac at E2F gene promoters to promote NSC proliferation. Accordingly, Arid2 or Ss18 depletion phenocopies DMTF1 loss in reducing H3K27ac levels, expression of E2F target genes, and NSC proliferation. Thus, our study has identified DMTF1 as a potential therapeutic target to reverse the proliferation defect of aged NSC that is modeled by telomere attrition and unearthed a distinct genetic program controlled by DMTF1 in NSC.",crossref,False,,,,
Dynamic changes in phycosphere carbonate chemistry reveal rapid modulation of carbon uptake in single diatom cells,https://www.science.org/doi/abs/10.1126/sciadv.ady8646?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.ady8646,"Diatoms use multiple mechanisms of dissolved inorganic carbon (DIC) uptake to maintain CO
                    2
                    supply to RuBisCO (ribulose-1,5-bisphosphate carboxylase/oxygenase), but how these different pathways are coordinated in response to rapid changes in their environment remains unclear. By measuring the dynamic changes in phycosphere carbonate chemistry around single diatom cells, we show that DIC uptake is rapidly modulated. We find that external carbonic anhydrase (eCA) plays a major role in DIC uptake in large centric diatoms at ambient seawater CO
                    2
                    , but there is a strong switch to direct HCO
                    3
                    −
                    uptake under low CO
                    2
                    . Inhibition of eCA leads to rapid activation of HCO
                    3
                    −
                    uptake, which can compensate for the loss of eCA activity under lower irradiances. These different modes of DIC uptake have distinct influences on phycosphere carbonate chemistry that may directly affect nutrient acquisition and biotic interactions. Our findings reveal that dynamic modulation of DIC uptake allows diatoms to rapidly respond to changes in CO
                    2
                    supply and demand.",crossref,False,,,,
Nickel-catalyzed radical relay enabled chemoselective fluoroalkyl-borylation of [1.1.1]propellane under kinetic control,https://www.science.org/doi/abs/10.1126/sciadv.aea8588?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.aea8588,"Recently, fluoroalkyl-substituted bicyclo[1.1.1]pentanes (BCPs) have attracted considerable attention from the medicinal chemistry community due to their superior physicochemical properties as pharmaceutical bioisosteres of benzene rings. However, related early medicinal research is hampered by a number of challenges, including insufficient and lengthy construction of valuable fluoroalkyl BCP building blocks. Here, we report a general approach to fluoroalkyl-substituted BCP-BPins in a single step using [1.1.1]propellane and economical B
                    2
                    Pin
                    2
                    in which fluoroalkylhalides serve as radical precursors in conjunction with C─C/C─B couplings featuring mild conditions, easy setup, and broad scope. The diverse transformation of active boryl is applicable to the synthesis of valuable fluorinated bicyclic building blocks, including a commercial drug analog. Detailed mechanism and kinetic studies suggest that the key to the excellent three-component coupling selectivity of the reaction is the different tendencies of BCP-nickel and fluoroalkyl-nickel species to undergo C─Ni bond cleavage or reductive elimination.",crossref,False,,,,
Multienergy x-ray imaging enabled by unipolar perovskite detector for intelligent substance identification,https://www.science.org/doi/abs/10.1126/sciadv.adz0228?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.adz0228,"A challenge with state-of-the-art projection x-ray imaging technologies is their limited ability to identify unknown substances. Here, we develop an intelligent multienergy x-ray imaging technique capable of precisely distinguishing different substances and labeling them with diverse colors. Our design uses a series of x-ray attenuation coefficient ratios under different x-ray energies as substance-specific markers. For this purpose, unipolar perovskite x-ray detectors are carefully engineered to resolve the x-ray energies into seven channels using a customized algorithm. Combining machine learning and a comprehensive x-ray attenuation ratio database of common materials enables accurate recognition of low-density biological tissues composed of light elements with similar atomic numbers. By transforming the intensity scale in conventional x-ray images into an attenuation coefficient ratio, our work presents a proof of concept for color-coded x-ray imaging, highlighting its potential for applications in energy-dispersive computed tomography, targeted drug delivery, quantum physics, and universe exploration.",crossref,False,,,,
Janus Mn single atoms for triggering efficient photothermal catalytic CO2 methanation through spin polarization effect,https://www.science.org/doi/abs/10.1126/sciadv.adz7504?af=R,AAAS: Science Advances: Table of Contents,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1126/sciadv.adz7504,"Photothermal catalysis, using sunlight as single energy source, is an ideal pattern for CO
                    2
                    reduction. Herein, Mn single atoms (SAs) are constructed on the surface of NNSO, which induces spin polarization effect, thus promoting directional transfer of photothermal electrons, and improving electron density of Mn sites and adsorption ability of CO
                    2
                    . Meanwhile, Mn SAs act as new active sites enhancing the adsorption of intermediate
                    *
                    CO, thus suppressing CO production, lowering energy barriers of hydrogenation, and changing the reaction path. In addition, the hydrogen overflow energy barriers decrease under the effect of spin polarization, promoting the rapid transfer of active H from Ni atoms to Mn SAs. As a result, the rate of CO
                    2
                    methanation is 195.7 millimoles per gram per hour with near-unity selectivity, and the catalytic activity of 1.0%Mn/NNSO increases by approximately 140 times compared with NNSO. To our knowledge, this is the first study that uses the spin polarization effect to achieve efficient photothermal CO
                    2
                    methanation.",crossref,False,,,,
Dysregulation of a nucleotidyltransferase induces division and surface glycan defects in Escherichia coli by altering related metabolite levels,https://www.pnas.org/doi/abs/10.1073/pnas.2510285122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,Proceedings of the National Academy of Sciences: Keyword search for query,2026-01-02 08:00:00 UTC,2026-01-02 08:00:00+00:00,10.1073/pnas.2510285122,"The cell surface of gram-negative
                    Escherichia coli
                    is rich in glycoconjugates, including O-antigen (O-Ag) and enterobacterial common antigen polysaccharides, which mediate interactions with the environment. Enzymes called nucleotidyltransferases produce nucleoside diphosphate sugars (NDP-sugars), the precursors to these and many other cellular glycans. Across bacteria, glucose-1-phosphate thymidylyltransferases (G1P-Ts) couple deoxythymidine triphosphate (dTTP) and glucose-1-phosphate to produce a key secondary metabolite, deoxythymidine diphosphate-glucose (dTDP-Glc). Flux through many glycan biosynthetic pathways is regulated through feedback inhibition at an allosteric site of the conserved bacterial G1P-T RmlA. Here, we sought to address the cellular consequences of G1P-T dysregulation on metabolic flux and
                    E. coli
                    physiology. Expression of a hyperactive RmlA variant in
                    E. coli
                    cells lacking native G1P-Ts abrogated growth, induced morphological defects, and increased sensitivity toward cell division inhibitors. These defects were suppressed through nucleotide supplementation, leading to the hypothesis that growth and division defects result from observed depletion of nucleotide pools required for DNA synthesis. Inspection of nucleotide metabolite compositions in
                    E. coli
                    lysates carrying mutant G1P-T, however, also indicated increased cellular concentrations of the primary metabolite uridine diphosphate glucose (UDP-Glc), which is known to block cell division. We found that high intracellular levels of UDP-Glc also unexpectedly halt the expression of O-Ag, which reveals that this metabolite is key for coordinating surface glycan biosynthesis and DNA precursor production prior to cell division. Overall, this work highlights the importance of G1P-T regulation and uncovers additional roles of UDP-Glc as a molecular sensor that mediates diverse bacterial biosynthetic processes.",crossref,False,,,,
